C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_081.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_081.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_081.jpg, 0, 1, 0, 9.507993
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_194.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_194.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_194.jpg, 0, 1, 0, 10.83928
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_306.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_306.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_306.jpg, 0, 1, 0, 12.06614
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_417.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_417.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_417.jpg, 0, 1, 0, 13.11628
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_524.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_524.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_524.jpg, 0, 1, 0, 14.13123
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_630.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_630.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_630.jpg, 0, 1, 0, 15.48573
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_743.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_743.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_743.jpg, 0, 1, 0, 16.74991
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_852.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_852.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_852.jpg, 0, 1, 0, 17.97883
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_04_961.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_04_961.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_04_961.jpg, 0, 0.8594221, 0, 18.79065
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_071.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_071.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_071.jpg, 0, 0.5254918, 0, 19.50689
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_174.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_174.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_174.jpg, 0, 0.2179819, 0, 19.99189
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_281.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_281.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_281.jpg, 0, 0.5371853, 0, 19.97364
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_386.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_386.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_386.jpg, 0, 0.8548987, 0, 20.81058
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_498.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_498.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_498.jpg, 0, 1, 0, 21.93537
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_599.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_599.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_599.jpg, 0, 1, 0, 22.87666
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_703.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_703.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_703.jpg, 0, 1, 0, 23.87103
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_808.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_808.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_808.jpg, 0, 1, 0, 24.83281
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_05_919.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_05_919.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_05_919.jpg, 0, 1, 0, 25.98066
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_06_030.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_06_030.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_06_030.jpg, 0, 1, 0, 26.92606
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_06_142.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_06_142.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_06_142.jpg, 0, 1, 0, 28.04794
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_06_256.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_06_256.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_06_256.jpg, 0, 1, 0, 29.15626
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_06_369.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_06_369.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_06_369.jpg, 0, 1, 0, 30.06964
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_06_471.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_06_471.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_06_471.jpg, 0, 1, 0, 30.18994
C:\Users\guilh\Desktop\Gravacao_02\IMG\center_2021_09_30_21_22_06_572.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\left_2021_09_30_21_22_06_572.jpg, C:\Users\guilh\Desktop\Gravacao_02\IMG\right_2021_09_30_21_22_06_572.jpg, 0, 1, 0, 30.18992
